ID,Latitude,Longitude,Community,Method,StartDay,StartMonth,EndDay,EndMonth,Year,Family,Genus,Species,Sex
RM19-853,51.1184,-114.1515,Edgemont,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,F
RM19-854,51.1184,-114.1515,Edgemont,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,F
RM19-855,51.1184,-114.1515,Edgemont,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-856,51.1184,-114.1515,Edgemont,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-857,51.1184,-114.1515,Edgemont,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-858,51.1184,-114.1515,Edgemont,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,F
RM19-859,51.1184,-114.1515,Edgemont,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-860,51.1184,-114.1515,Edgemont,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-861,51.1184,-114.1515,Edgemont,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-862,51.1184,-114.1515,Edgemont,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,F
RM19-863,51.1184,-114.1515,Edgemont,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-864,51.1184,-114.1515,Edgemont,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-865,51.1184,-114.1515,Edgemont,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,F
RM19-866,51.1184,-114.1515,Edgemont,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-867,51.1184,-114.1515,Edgemont,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-868,51.1184,-114.1515,Edgemont,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-869,51.1184,-114.1515,Edgemont,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,F
RM19-871,51.1184,-114.1515,Edgemont,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-872,51.1184,-114.1515,Edgemont,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-873,51.1184,-114.1515,Edgemont,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,F
RM19-874,51.1184,-114.1515,Edgemont,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-875,51.1184,-114.1515,Edgemont,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-876,51.1184,-114.1515,Edgemont,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-877,51.1184,-114.1515,Edgemont,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-878,51.1184,-114.1515,Edgemont,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-879,51.1184,-114.1515,Edgemont,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,F
RM19-880,51.1184,-114.1515,Edgemont,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,F
RM19-881,51.1184,-114.1515,Edgemont,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,F
RM19-882,51.1184,-114.1515,Edgemont,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,F
RM19-883,51.1184,-114.1515,Edgemont,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-884,51.1184,-114.1515,Edgemont,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,F
RM19-885,51.1184,-114.1515,Edgemont,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-886,51.1184,-114.1515,Edgemont,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-887,51.1184,-114.1515,Edgemont,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,F
RM19-888,51.1184,-114.1515,Edgemont,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-889,51.1184,-114.1515,Edgemont,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-890,51.1184,-114.1515,Edgemont,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-891,51.1184,-114.1515,Edgemont,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,F
RM19-892,51.1184,-114.1515,Edgemont,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,F
RM19-894,NA,NA,Unknown,Blue Vane,30,Jul,9,Aug,2019,Apidae,Bombus,centralis,M
RM19-901,NA,NA,Unknown,Blue Vane,30,Jul,9,Aug,2019,Apidae,Bombus,centralis,F
RM19-908,NA,NA,Unknown,Blue Vane,30,Jul,9,Aug,2019,Apidae,Bombus,centralis,F
RM19-909,NA,NA,Unknown,Blue Vane,30,Jul,9,Aug,2019,Apidae,Bombus,centralis,M
RM19-911,NA,NA,Unknown,Blue Vane,30,Jul,9,Aug,2019,Apidae,Bombus,centralis,M
RM19-912,NA,NA,Unknown,Blue Vane,30,Jul,9,Aug,2019,Apidae,Bombus,centralis,M
RM19-913,NA,NA,Unknown,Blue Vane,30,Jul,9,Aug,2019,Apidae,Bombus,centralis,M
RM19-914,NA,NA,Unknown,Blue Vane,30,Jul,9,Aug,2019,Apidae,Bombus,centralis,M
RM19-920,NA,NA,Unknown,Blue Vane,30,Jul,9,Aug,2019,Apidae,Bombus,centralis,M
RM19-921,NA,NA,Unknown,Blue Vane,30,Jul,9,Aug,2019,Apidae,Bombus,centralis,M
RM19-931,51.0889,-114.1494,Varsity,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,F
RM19-932,51.0889,-114.1494,Varsity,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,F
RM19-933,51.0889,-114.1494,Varsity,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,F
RM19-934,51.0889,-114.1494,Varsity,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,M
RM19-935,51.0889,-114.1494,Varsity,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,M
RM19-936,51.0889,-114.1494,Varsity,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,M
RM19-937,51.0889,-114.1494,Varsity,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,M
RM19-938,51.0889,-114.1494,Varsity,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,M
RM19-939,51.0889,-114.1494,Varsity,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,M
RM19-940,51.0889,-114.1494,Varsity,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,M
RM19-941,51.0889,-114.1494,Varsity,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,M
RM19-942,51.0889,-114.1494,Varsity,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,M
RM19-943,51.0889,-114.1494,Varsity,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,M
RM19-944,51.0889,-114.1494,Varsity,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,M
RM19-965,51.1514,-114.1193,Hidden Valley,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,M
RM19-966,51.1514,-114.1193,Hidden Valley,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,M
RM19-967,51.1514,-114.1193,Hidden Valley,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,M
RM19-968,51.1514,-114.1193,Hidden Valley,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,M
RM19-998,51.0969,-114.1304,Brentwood,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,F
RM19-1028,51.1489,-114.2194,Royal Oak,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,M
RM19-1030,50.9549,-114.131,Cedarbrae,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,M
RM19-1041,51.1426,-114.171,Citadel,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,M
RM19-1049,51.0548,-114.1595,Wildwood,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,M
RM19-1050,51.1507,-114.2313,Royal Oak,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,M
RM19-1051,51.1507,-114.2313,Royal Oak,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,M
RM19-1052,51.1507,-114.2313,Royal Oak,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,M
RM19-1053,51.1507,-114.2313,Royal Oak,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,M
RM19-1054,51.0114,-114.0691,Parkhill,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,F
RM19-1055,51.0114,-114.0691,Parkhill,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,M
RM19-1056,51.0114,-114.0691,Parkhill,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,M
RM19-1057,51.0114,-114.0691,Parkhill,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,M
RM19-1082,51.1105,-114.1486,Dalhousie,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,M
RM19-1083,51.1105,-114.1486,Dalhousie,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,M
RM19-1092,50.9374,-114.0738,Canyon Meadows,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,F
RM19-1099,51.0741,-114.0798,Mount Pleasant,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,M
RM19-1100,51.0741,-114.0798,Mount Pleasant,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,M
RM19-1110,51.0988,-114.1884,Silver Springs,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,M
RM19-1129,51.0932,-114.1259,Brentwood,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,F
RM19-1130,51.0932,-114.1259,Brentwood,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,F
RM19-1131,51.0932,-114.1259,Brentwood,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,F
RM19-1132,51.0932,-114.1259,Brentwood,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,M
RM19-1133,51.0932,-114.1259,Brentwood,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,M
RM19-1134,51.0932,-114.1259,Brentwood,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,M
RM19-1135,51.0932,-114.1259,Brentwood,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,M
RM19-1136,51.0932,-114.1259,Brentwood,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,M
RM19-1137,51.0932,-114.1259,Brentwood,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,M
RM19-1138,51.0932,-114.1259,Brentwood,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,M
RM19-1139,51.0932,-114.1259,Brentwood,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,M
RM19-1140,51.0932,-114.1259,Brentwood,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,M
RM19-1141,51.0932,-114.1259,Brentwood,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,M
RM19-1142,51.0932,-114.1259,Brentwood,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,M
RM19-1143,51.0932,-114.1259,Brentwood,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,M
RM19-1144,51.0932,-114.1259,Brentwood,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,M
RM19-1171,51.0957,-114.2045,Bowness,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,M
RM19-1172,51.0957,-114.2045,Bowness,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,M
RM19-1173,51.0957,-114.2045,Bowness,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,M
RM19-1174,51.0957,-114.2045,Bowness,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,M
RM19-1200,51.0956,-114.2172,Bowness,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,F
RM19-1201,51.0956,-114.2172,Bowness,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,F
RM19-1202,51.0956,-114.2172,Bowness,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,F
RM19-1203,51.0956,-114.2172,Bowness,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,M
RM19-1204,51.0956,-114.2172,Bowness,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,M
RM19-1205,51.0956,-114.2172,Bowness,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,M
RM19-1206,51.0956,-114.2172,Bowness,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,M
RM19-1207,51.0956,-114.2172,Bowness,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,M
RM19-1208,51.0956,-114.2172,Bowness,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,M
RM19-1225,51.1184,-114.1515,Edgemont,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,M
RM19-1227,51.1582,-114.1238,Kincora,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,M
RM19-1239,51.0497,-113.9677,Forest Heights,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,M
RM19-1240,51.0497,-113.9677,Forest Heights,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,M
RM19-1241,51.0497,-113.9677,Forest Heights,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,M
RM19-1242,51.0497,-113.9677,Forest Heights,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,M
RM19-1243,51.0497,-113.9677,Forest Heights,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,M
RM19-1244,51.0497,-113.9677,Forest Heights,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,M
RM19-1245,51.0497,-113.9677,Forest Heights,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,M
RM19-1330,51.0465,-113.979,Forest Heights,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,M
RM19-1339,51.0904,-114.1335,Brentwood,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,M
RM19-1340,51.0904,-114.1335,Brentwood,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,M
RM19-1347,NA,NA,Unknown,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,M
RM19-1357,NA,NA,Unknown,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,M
RM19-1363,NA,NA,Unknown,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,F
RM19-1364,NA,NA,Unknown,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,F
RM19-1365,NA,NA,Unknown,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,M
RM19-1369,NA,NA,Unknown,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,M
RM19-1370,NA,NA,Unknown,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,M
RM19-1371,NA,NA,Unknown,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,M
RM19-1372,NA,NA,Unknown,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,M
RM19-1373,NA,NA,Unknown,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,M
RM19-1374,NA,NA,Unknown,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,M
RM19-1375,NA,NA,Unknown,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,M
RM19-1394,NA,NA,Unknown,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,M
RM19-1395,NA,NA,Unknown,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,M
RM19-1396,NA,NA,Unknown,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,M
RM19-1408,NA,NA,Unknown,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,M
RM19-1419,NA,NA,Unknown,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,M
RM19-1422,NA,NA,Unknown,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,M
RM19-1426,NA,NA,Unknown,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,F
RM19-1427,NA,NA,Unknown,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,centralis,F
RM19-126,51.0302,-114.1078,Bankview,Blue Vane,4,Jul,18,Jul,2019,Apidae,Bombus,cryptarum,F
RM19-245,51.0616,-114.1966,West Springs,Blue Vane,3,Jul,17,Jul,2019,Apidae,Bombus,cryptarum,F
RM19-313,50.9681,-114.0926,Haysboro,Blue Vane,4,Jul,18,Jul,2019,Apidae,Bombus,cryptarum,F
RM19-364,51.1219,-114.1777,Ranchlands,Blue Vane,2,Jul,16,Jul,2019,Apidae,Bombus,cryptarum,F
RM19-456,51.0359,-114.162,Glendale,Blue Vane,1,Aug,8,Aug,2019,Apidae,Bombus,cryptarum,F
RM19-554,50.9368,-114.0927,Canyon Meadows,Blue Vane,31,Jul,2,Aug,2019,Apidae,Bombus,cryptarum,M
RM19-897,NA,NA,Unknown,Blue Vane,30,Jul,9,Aug,2019,Apidae,Bombus,cryptarum,F
RM19-907,NA,NA,Unknown,Blue Vane,30,Jul,9,Aug,2019,Apidae,Bombus,cryptarum,F
RM19-910,NA,NA,Unknown,Blue Vane,30,Jul,9,Aug,2019,Apidae,Bombus,cryptarum,F
RM19-919,NA,NA,Unknown,Blue Vane,30,Jul,9,Aug,2019,Apidae,Bombus,cryptarum,F
RM19-1355,NA,NA,Unknown,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,cryptarum,F
RM19-1409,NA,NA,Unknown,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,cryptarum,M
RM19-712,51.0956,-114.2172,Bowness,Blue Vane,1,Aug,8,Aug,2019,Apidae,Bombus,flavifrons,F
RM19-823,51.1184,-114.1515,Edgemont,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,flavifrons,F
RM19-014,51.0638,-114.1233,St. Andrews Heights,Blue Vane,3,Jul,17,Jul,2019,Apidae,Bombus,huntii,F
RM19-022,51.1234,-114.1773,Ranchlands,Blue Vane,2,Jul,16,Jul,2019,Apidae,Bombus,huntii,F
RM19-029,51.0187,-114.0971,Altadore,Blue Vane,4,Jul,18,Jul,2019,Apidae,Bombus,huntii,F
RM19-037,51.0401,-114.0965,Sunalta,Blue Vane,4,Jul,18,Jul,2019,Apidae,Bombus,huntii,F
RM19-045,51.0345,-114.0856,Mount Royal,Blue Vane,4,Jul,18,Jul,2019,Apidae,Bombus,huntii,F
RM19-073,51.0114,-114.0691,Parkhill,Blue Vane,4,Jul,18,Jul,2019,Apidae,Bombus,huntii,F
RM19-074,51.0114,-114.0691,Parkhill,Blue Vane,4,Jul,18,Jul,2019,Apidae,Bombus,huntii,F
RM19-113,50.9435,-114.0634,Lake Bonavista,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,huntii,F
RM19-134,51.0302,-114.1078,Bankview,Blue Vane,4,Jul,18,Jul,2019,Apidae,Bombus,huntii,F
RM19-228,50.9667,-114.0819,Haysboro,Blue Vane,4,Jul,18,Jul,2019,Apidae,Bombus,huntii,F
RM19-236,51.0889,-114.1494,Varsity,Blue Vane,3,Jul,17,Jul,2019,Apidae,Bombus,huntii,F
RM19-312,50.9681,-114.0926,Haysboro,Blue Vane,4,Jul,18,Jul,2019,Apidae,Bombus,huntii,F
RM19-339,51.0355,-114.1211,Killarney,Blue Vane,3,Jul,17,Jul,2019,Apidae,Bombus,huntii,F
RM19-351,51.1507,-114.2313,Royal Oak,Blue Vane,2,Jul,16,Jul,2019,Apidae,Bombus,huntii,F
RM19-358,51.0969,-114.1304,Brentwood,Blue Vane,3,Jul,17,Jul,2019,Apidae,Bombus,huntii,F
RM19-370,51.0991,-114.1228,Charleswood,Blue Vane,3,Jul,17,Jul,2019,Apidae,Bombus,huntii,F
RM19-407,51.0801,-114.0824,Rosemont,Blue Vane,4,Jul,18,Jul,2019,Apidae,Bombus,huntii,F
RM19-425,51.0411,-113.9299,Applewood Park,Blue Vane,2,Aug,9,Aug,2019,Apidae,Bombus,huntii,F
RM19-427,51.0411,-113.9299,Applewood Park,Blue Vane,2,Aug,9,Aug,2019,Apidae,Bombus,huntii,F
RM19-441,50.9459,-114.0294,Acadia,Blue Vane,31,Jul,7,Aug,2019,Apidae,Bombus,huntii,M
RM19-444,51.0355,-114.1211,Killarney,Blue Vane,1,Aug,8,Aug,2019,Apidae,Bombus,huntii,F
RM19-477,51.1507,-114.2313,Royal Oak,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,huntii,M
RM19-511,51.1105,-114.1486,Dalhousie,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,huntii,M
RM19-519,51.0616,-114.1966,West Springs,Blue Vane,1,Aug,8,Aug,2019,Apidae,Bombus,huntii,M
RM19-530,51.0957,-114.2045,Bowness,Blue Vane,1,Aug,8,Aug,2019,Apidae,Bombus,huntii,F
RM19-589,51.0218,-114.0831,Elbow Park,Blue Vane,2,Aug,9,Aug,2019,Apidae,Bombus,huntii,F
RM19-605,51.0302,-114.1078,Bankview,Blue Vane,2,Aug,9,Aug,2019,Apidae,Bombus,huntii,F
RM19-610,51.0302,-114.1078,Bankview,Blue Vane,2,Aug,9,Aug,2019,Apidae,Bombus,huntii,F
RM19-615,51.0302,-114.1078,Bankview,Blue Vane,2,Aug,9,Aug,2019,Apidae,Bombus,huntii,F
RM19-693,51.0889,-114.1494,Varsity,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,huntii,M
RM19-694,51.0889,-114.1494,Varsity,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,huntii,M
RM19-696,51.0889,-114.1494,Varsity,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,huntii,F
RM19-699,51.0889,-114.1494,Varsity,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,huntii,M
RM19-700,51.0889,-114.1494,Varsity,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,huntii,M
RM19-701,51.0889,-114.1494,Varsity,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,huntii,F
RM19-702,51.0889,-114.1494,Varsity,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,huntii,F
RM19-739,51.0956,-114.2172,Bowness,Blue Vane,1,Aug,8,Aug,2019,Apidae,Bombus,huntii,M
RM19-753,51.0956,-114.2172,Bowness,Blue Vane,1,Aug,8,Aug,2019,Apidae,Bombus,huntii,M
RM19-870,51.1184,-114.1515,Edgemont,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,huntii,M
RM19-929,NA,NA,Unknown,Blue Vane,30,Jul,9,Aug,2019,Apidae,Bombus,huntii,M
RM19-945,51.0889,-114.1494,Varsity,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,F
RM19-946,51.0889,-114.1494,Varsity,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,F
RM19-947,51.0889,-114.1494,Varsity,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,F
RM19-948,51.0889,-114.1494,Varsity,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,F
RM19-949,51.0889,-114.1494,Varsity,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-950,51.0889,-114.1494,Varsity,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-951,51.0889,-114.1494,Varsity,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-952,51.0889,-114.1494,Varsity,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-953,51.0889,-114.1494,Varsity,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-954,51.0889,-114.1494,Varsity,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-955,51.0889,-114.1494,Varsity,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-969,51.1514,-114.1193,Hidden Valley,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,F
RM19-970,51.1514,-114.1193,Hidden Valley,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-971,51.1514,-114.1193,Hidden Valley,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-985,51.0355,-114.1211,Killarney,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-986,51.0355,-114.1211,Killarney,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-999,51.0969,-114.1304,Brentwood,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,F
RM19-1000,51.0969,-114.1304,Brentwood,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-1001,51.0969,-114.1304,Brentwood,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-1002,51.0969,-114.1304,Brentwood,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-1003,51.0969,-114.1304,Brentwood,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-1004,51.0969,-114.1304,Brentwood,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-1005,51.0969,-114.1304,Brentwood,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-1006,51.0969,-114.1304,Brentwood,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-1007,51.0969,-114.1304,Brentwood,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-1008,51.0969,-114.1304,Brentwood,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-1009,51.0969,-114.1304,Brentwood,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-1010,51.0969,-114.1304,Brentwood,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-1011,51.0969,-114.1304,Brentwood,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,F
